index,dish_id,display_name,category,cuisine,serving_grams,calories,protein,carbs,fat,fiber,sodium
1245,BAECKEOFFE,Baeckeoffe,other,international,100,520,6.0,60.0,28.0,2.5,450
1246,ETON_MESS,Eton mess,other,international,100,520,6.0,60.0,28.0,2.5,450
1247,KHACHAPURI,Khachapuri,other,international,100,520,6.0,60.0,28.0,2.5,450
1248,BANOFFEE_PIE,Banoffee pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
1249,ANTS_CLIMBING_A_TREE,Ants climbing a tree,other,international,100,520,6.0,60.0,28.0,2.5,450
1250,DANDAN_NOODLES,Dandan noodles,noodles,international,100,138,4.5,25.0,2.1,1.2,8
1251,SUANLA_CHAOSHOU,Suanla chaoshou,other,international,100,520,6.0,60.0,28.0,2.5,450
1252,SAMGYE_TANG,Samgye-tang,other,international,100,520,6.0,60.0,28.0,2.5,450
1253,SPAM_MUSUBI,Spam musubi,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
1254,BRIDIE,Bridie,other,international,100,520,6.0,60.0,28.0,2.5,450
1255,KAJU_KATLI,Kaju katli,other,international,100,520,6.0,60.0,28.0,2.5,450
1256,CHOCOLATE_COVERED_POTATO_CHIPS,Chocolate-covered potato chips,snack,international,100,520,6.0,60.0,28.0,2.5,450
1257,ENNE_GAI,Enne gai,other,international,100,520,6.0,60.0,28.0,2.5,450
1258,RUSKE_KAPE,Ruske kape,other,international,100,520,6.0,60.0,28.0,2.5,450
1259,SPAGHETTI,Spaghetti,pasta,international,100,131,5.0,25.0,1.1,1.8,6
1260,GRASS_JELLY,Grass jelly,other,international,100,520,6.0,60.0,28.0,2.5,450
1261,SALT_POTATOES,Salt potatoes,other,international,100,520,6.0,60.0,28.0,2.5,450
1262,KATSUDON,Katsudon,other,japanese,100,520,6.0,60.0,28.0,2.5,450
1263,PASANDA,Pasanda,other,international,100,520,6.0,60.0,28.0,2.5,450
1264,BANITSA,Banitsa,other,international,100,520,6.0,60.0,28.0,2.5,450
1265,FLAMMEKUECHE,Flammekueche,other,international,100,520,6.0,60.0,28.0,2.5,450
1266,TWICE_COOKED_PORK,Twice-cooked pork,pork,international,100,242,27.0,0.0,14.0,0.0,62
1267,KARE_KARE,Kare-kare,other,international,100,520,6.0,60.0,28.0,2.5,450
1268,LAOBING,Laobing,other,international,100,520,6.0,60.0,28.0,2.5,450
1269,BANMIAN,Banmian,other,international,100,520,6.0,60.0,28.0,2.5,450
1270,HONEY_CAKE,Honey cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
1271,SWISS_WING,Swiss wing,other,international,100,520,6.0,60.0,28.0,2.5,450
1272,MICHIGAN_HOT_DOG,Michigan hot dog,other,american,100,520,6.0,60.0,28.0,2.5,450
1273,TONG_SUI,Tong sui,other,international,100,520,6.0,60.0,28.0,2.5,450
1274,TACO,Taco,other,mexican,100,520,6.0,60.0,28.0,2.5,450
1275,SOSATIE,Sosatie,other,international,100,520,6.0,60.0,28.0,2.5,450
1276,PAP,Pap,other,international,100,520,6.0,60.0,28.0,2.5,450
1277,UMNGQUSHO,Umngqusho,other,international,100,520,6.0,60.0,28.0,2.5,450
1278,MALVA_PUDDING,Malva pudding,dessert,international,100,257,3.2,36.0,11.0,0.7,139
1279,VICHYSSOISE,Vichyssoise,other,international,100,520,6.0,60.0,28.0,2.5,450
1280,ZŌNI,Zōni,other,international,100,520,6.0,60.0,28.0,2.5,450
1281,MAXWELL_STREET_POLISH,Maxwell Street Polish,other,international,100,520,6.0,60.0,28.0,2.5,450
1282,VETKOEK,Vetkoek,other,international,100,520,6.0,60.0,28.0,2.5,450
1283,MEALIE_BREAD,Mealie bread,bread,international,100,265,9.0,49.0,3.2,2.7,491
1284,CHAKALAKA,Chakalaka,other,international,100,520,6.0,60.0,28.0,2.5,450
1285,FRIKKADEL,Frikkadel,other,international,100,520,6.0,60.0,28.0,2.5,450
1286,_M_07FR1X,/m/07fr1x,other,international,100,520,6.0,60.0,28.0,2.5,450
1287,TTEOKGUK,Tteokguk,other,international,100,520,6.0,60.0,28.0,2.5,450
1288,CONEY_ISLAND_HOT_DOG,Coney Island hot dog,other,american,100,520,6.0,60.0,28.0,2.5,450
1289,TIROKAFTERI,Tirokafteri,other,international,100,520,6.0,60.0,28.0,2.5,450
1290,FESIKH,Fesikh,other,international,100,520,6.0,60.0,28.0,2.5,450
1291,BOSTON_CREAM_PIE,Boston cream pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
1292,BUTTERMILK_KOLDSKÅL,Buttermilk koldskål,milk,international,100,61,3.2,4.8,3.3,0.0,44
1293,WHITE_BOILED_SHRIMP,White boiled shrimp,seafood,international,100,79,16.0,0.0,1.4,0.0,88
1294,BAGNUN,Bagnun,other,international,100,520,6.0,60.0,28.0,2.5,450
1295,BUNTIL,Buntil,bread,international,100,265,9.0,49.0,3.2,2.7,491
1296,_M_07L949,/m/07l949,other,international,100,520,6.0,60.0,28.0,2.5,450
1297,PISTO,Pisto,other,international,100,520,6.0,60.0,28.0,2.5,450
1298,DHOKLA,Dhokla,other,international,100,520,6.0,60.0,28.0,2.5,450
1299,AL_PASTOR,Al pastor,other,international,100,520,6.0,60.0,28.0,2.5,450
1300,ST._PAUL_SANDWICH,St. Paul sandwich,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
1301,MELONPAN,Melonpan,other,international,100,520,6.0,60.0,28.0,2.5,450
1302,HAUPIA,Haupia,other,international,100,520,6.0,60.0,28.0,2.5,450
1303,LÁNGOS,Lángos,other,international,100,520,6.0,60.0,28.0,2.5,450
1304,ÉTOUFFÉE,Étouffée,other,international,100,520,6.0,60.0,28.0,2.5,450
1305,GALAKTOBOUREKO,Galaktoboureko,other,international,100,520,6.0,60.0,28.0,2.5,450
1306,BÖREK,Börek,other,international,100,520,6.0,60.0,28.0,2.5,450
1307,SUYA,Suya,other,international,100,520,6.0,60.0,28.0,2.5,450
1308,RYE_BREAD,Rye bread,bread,international,100,265,9.0,49.0,3.2,2.7,491
1309,ESCUDELLA_I_CARN_D'OLLA,Escudella i carn d'olla,other,international,100,520,6.0,60.0,28.0,2.5,450
1310,GARI,Gari,other,international,100,520,6.0,60.0,28.0,2.5,450
1311,TILKUT,Tilkut,other,international,100,520,6.0,60.0,28.0,2.5,450
1312,BOTOK,Botok,other,international,100,520,6.0,60.0,28.0,2.5,450
1313,TATWS_PUM_MUNUD,Tatws Pum Munud,other,international,100,520,6.0,60.0,28.0,2.5,450
1314,CHAR_SIU,Char siu,other,international,100,520,6.0,60.0,28.0,2.5,450
1315,BURGOO,Burgoo,other,international,100,520,6.0,60.0,28.0,2.5,450
1316,CACIK,Cacık,other,international,100,520,6.0,60.0,28.0,2.5,450
1317,BARFI,Barfi,other,international,100,520,6.0,60.0,28.0,2.5,450
1318,MULLIGAN_STEW,Mulligan stew,soup,international,100,32,1.3,5.8,0.6,0.5,343
1319,BIANGBIANG_NOODLES,Biangbiang noodles,noodles,international,100,138,4.5,25.0,2.1,1.2,8
1320,BANANA_PUDDING,Banana pudding,fruit,international,100,52,0.3,14.0,0.2,2.4,1
1321,CRAB_CAKE,Crab cake,seafood,international,100,99,20.0,0.0,1.7,0.0,111
1322,CHINESE_SAUSAGE,Chinese sausage,other,international,100,520,6.0,60.0,28.0,2.5,450
1323,VEAL,Veal,other,international,100,520,6.0,60.0,28.0,2.5,450
1324,CURRY_BREAD,Curry bread,bread,indian,100,265,9.0,49.0,3.2,2.7,491
1325,PASTRY_HEART,Pastry heart,other,international,100,520,6.0,60.0,28.0,2.5,450
1326,CRÈME_CARAMEL,Crème caramel,other,international,100,520,6.0,60.0,28.0,2.5,450
1327,PANADA,Panada,other,international,100,520,6.0,60.0,28.0,2.5,450
1328,PIE_À_LA_MODE,Pie à la Mode,pie,international,100,237,2.4,34.0,11.0,0.7,197
1329,BONUS_JACK,Bonus Jack,other,international,100,520,6.0,60.0,28.0,2.5,450
1330,PRINCESS_CAKE,Princess cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
1331,HARIHARI_NABE,Harihari-nabe,other,international,100,520,6.0,60.0,28.0,2.5,450
1332,HOT_CHICKEN,Hot chicken,chicken,international,100,239,27.0,0.0,14.0,0.0,82
1333,CHHENA_JHILI,Chhena Jhili,other,international,100,520,6.0,60.0,28.0,2.5,450
1334,GRAPE_PIE,Grape pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
1335,CHICKEN_BOG,Chicken bog,chicken,international,100,239,27.0,0.0,14.0,0.0,82
1336,SAUSAGE_GRAVY,Sausage gravy,other,international,100,520,6.0,60.0,28.0,2.5,450
1337,DERBY_PIE,Derby pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
1338,ICE_CREAM_CAKE,Ice cream cake,dessert,international,100,257,3.2,36.0,11.0,0.7,139
1339,SWISS_STEAK,Swiss steak,beef,international,100,250,26.0,0.0,15.0,0.0,72
1340,_M_083TX9,/m/083tx9,other,international,100,520,6.0,60.0,28.0,2.5,450
1341,STACK_CAKE,Stack cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
1342,LOBSTER_NEWBERG,Lobster Newberg,seafood,international,100,99,20.0,0.0,1.7,0.0,111
1343,NIKUJAGA,Nikujaga,other,international,100,520,6.0,60.0,28.0,2.5,450
1344,MANTI,Manti,other,international,100,520,6.0,60.0,28.0,2.5,450
1345,PARMIGIANA,Parmigiana,other,international,100,520,6.0,60.0,28.0,2.5,450
1346,PALATSCHINKE,Palatschinke,other,international,100,520,6.0,60.0,28.0,2.5,450
1347,GUJEOLPAN,Gujeolpan,other,international,100,520,6.0,60.0,28.0,2.5,450
1348,RAJAS_CON_CREMA,Rajas con crema,other,international,100,520,6.0,60.0,28.0,2.5,450
1349,MAK_GUKSU,Mak-guksu,other,international,100,520,6.0,60.0,28.0,2.5,450
1350,TETRAZZINI,Tetrazzini,other,international,100,520,6.0,60.0,28.0,2.5,450
1351,SQUID,Squid,other,international,100,520,6.0,60.0,28.0,2.5,450
1352,PALAK_PANEER,Palak paneer,cheese,indian,100,402,25.0,1.3,33.0,0.0,621
1353,KRUMKAKE,Krumkake,other,international,100,520,6.0,60.0,28.0,2.5,450
1354,BOLANI,Bolani,other,international,100,520,6.0,60.0,28.0,2.5,450
1355,PORK_AND_BEANS,Pork and beans,pork,international,100,242,27.0,0.0,14.0,0.0,62
1356,NIAN_GAO,Nian gao,other,international,100,520,6.0,60.0,28.0,2.5,450
1357,OYSTERS_ROCKEFELLER,Oysters Rockefeller,seafood,international,100,99,20.0,0.0,1.7,0.0,111
1358,TAVČE_GRAVČE,Tavče gravče,other,international,100,520,6.0,60.0,28.0,2.5,450
1359,BAKKWA,Bakkwa,other,international,100,520,6.0,60.0,28.0,2.5,450
1360,XACUTI,Xacuti,other,international,100,520,6.0,60.0,28.0,2.5,450
1361,SARAPATEL,Sarapatel,other,international,100,520,6.0,60.0,28.0,2.5,450
1362,TAQUITO,Taquito,other,international,100,520,6.0,60.0,28.0,2.5,450
1363,EGG_DROP_SOUP,Egg drop soup,egg,international,100,155,13.0,1.1,11.0,0.0,124
1364,SHAOBING,Shaobing,other,international,100,520,6.0,60.0,28.0,2.5,450
1365,CHAWANMUSHI,Chawanmushi,other,international,100,520,6.0,60.0,28.0,2.5,450
1366,NSHIMA_NSIMA,Nshima/Nsima,other,international,100,520,6.0,60.0,28.0,2.5,450
1367,POLLOCK_ROE,Pollock roe,other,international,100,520,6.0,60.0,28.0,2.5,450
1368,SLINGER,Slinger,other,international,100,520,6.0,60.0,28.0,2.5,450
1369,JAPCHAE,Japchae,other,international,100,520,6.0,60.0,28.0,2.5,450
1370,ST._HONORÉ_CAKE,St. Honoré cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
1371,BARM_CAKE,Barm cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
1372,TULUMBA,Tulumba,other,international,100,520,6.0,60.0,28.0,2.5,450
1373,XIAOLONGBAO,Xiaolongbao,other,international,100,520,6.0,60.0,28.0,2.5,450
1374,DELMONICO_STEAK,Delmonico steak,beef,international,100,250,26.0,0.0,15.0,0.0,72
1375,STROMBOLI,Stromboli,other,international,100,520,6.0,60.0,28.0,2.5,450
1376,KANAFEH,Kanafeh,other,international,100,520,6.0,60.0,28.0,2.5,450
1377,HAMDOG,Hamdog,pork,international,100,242,27.0,0.0,14.0,0.0,62
1378,GARRI,Garri,other,international,100,520,6.0,60.0,28.0,2.5,450
1379,KOFTA,Kofta,other,international,100,520,6.0,60.0,28.0,2.5,450
1380,CHANA_MASALA,Chana masala,curry,indian,100,97,3.7,7.8,6.1,2.1,380
1381,SALO,Salo,other,international,100,520,6.0,60.0,28.0,2.5,450
1382,LUNG_FUNG_SOUP,Lung fung soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
1383,DIRTY_RICE,Dirty rice,rice,international,100,130,2.7,28.0,0.3,0.4,1
1384,URNEBES,Urnebes,other,international,100,520,6.0,60.0,28.0,2.5,450
1385,ANDOUILLETTE,Andouillette,other,international,100,520,6.0,60.0,28.0,2.5,450
1386,LANDJÄGER,Landjäger,other,international,100,520,6.0,60.0,28.0,2.5,450
1387,FISHERMAN'S_SOUP,Fisherman's soup,fish,international,100,206,22.0,0.0,12.0,0.0,90
1388,ROMERITOS,Romeritos,other,international,100,520,6.0,60.0,28.0,2.5,450
1389,LANE_CAKE,Lane cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
1390,PORK_JELLY,Pork jelly,pork,international,100,242,27.0,0.0,14.0,0.0,62
1391,IDIYAPPAM,Idiyappam,other,international,100,520,6.0,60.0,28.0,2.5,450
1392,SMÖRGÅSTÅRTA,Smörgåstårta,other,international,100,520,6.0,60.0,28.0,2.5,450
1393,SMAŽENÝ_SÝR,Smažený sýr,other,international,100,520,6.0,60.0,28.0,2.5,450
1394,ARROZ_CON_POLLO,Arroz con pollo,other,international,100,520,6.0,60.0,28.0,2.5,450
1395,_M_08XMSN,/m/08xmsn,other,international,100,520,6.0,60.0,28.0,2.5,450
1396,PETIT_GÂTEAU,Petit gâteau,other,international,100,520,6.0,60.0,28.0,2.5,450
1397,TEA_EGG,Tea egg,egg,international,100,155,13.0,1.1,11.0,0.0,124
1398,COCADA_AMARELA,Cocada amarela,other,international,100,520,6.0,60.0,28.0,2.5,450
1399,JAPANESE_CURRY,Japanese curry,curry,indian,100,97,3.7,7.8,6.1,2.1,380
1400,QEEMA,Qeema,other,international,100,520,6.0,60.0,28.0,2.5,450
1401,UNAGI,Unagi,other,international,100,520,6.0,60.0,28.0,2.5,450
1402,HOPPIN'_JOHN,Hoppin' John,other,international,100,520,6.0,60.0,28.0,2.5,450
1403,GYŪHI,Gyūhi,other,international,100,520,6.0,60.0,28.0,2.5,450
1404,CLAFOUTIS,Clafoutis,other,international,100,520,6.0,60.0,28.0,2.5,450
1405,GREEN_CURRY,Green curry,curry,indian,100,97,3.7,7.8,6.1,2.1,380
1406,GỎI_CUỐN,Gỏi cuốn,other,international,100,520,6.0,60.0,28.0,2.5,450
1407,CHILLI_CRAB,Chilli crab,seafood,international,100,99,20.0,0.0,1.7,0.0,111
1408,LO_MAI_GAI,Lo mai gai,other,international,100,520,6.0,60.0,28.0,2.5,450
1409,LO_MEIN,Lo mein,other,international,100,520,6.0,60.0,28.0,2.5,450
1410,PUTTU,Puttu,other,international,100,520,6.0,60.0,28.0,2.5,450
1411,FRIED_PIE,Fried pie,pie,international,100,308,3.1,44.2,14.3,0.9,256
1412,SPANISH_RICE,Spanish rice,rice,international,100,130,2.7,28.0,0.3,0.4,1
1413,NUEA_PHAT_PHRIK,Nuea phat phrik,other,international,100,520,6.0,60.0,28.0,2.5,450
1414,JEOW_BONG,Jeow bong,other,international,100,520,6.0,60.0,28.0,2.5,450
1415,MASSAMAN_CURRY,Massaman curry,curry,indian,100,97,3.7,7.8,6.1,2.1,380
1416,OSTKAKA,Ostkaka,other,international,100,520,6.0,60.0,28.0,2.5,450
1417,GUILINGGAO,Guilinggao,other,international,100,520,6.0,60.0,28.0,2.5,450
1418,SPETTEKAKA,Spettekaka,other,international,100,520,6.0,60.0,28.0,2.5,450
1419,CUDIGHI,Cudighi,other,international,100,520,6.0,60.0,28.0,2.5,450
1420,SALTIMBOCCA,Saltimbocca,other,international,100,520,6.0,60.0,28.0,2.5,450
1421,SFOGLIATELLA,Sfogliatella,other,international,100,520,6.0,60.0,28.0,2.5,450
1422,BEEF_CHOW_FUN,Beef chow fun,beef,international,100,250,26.0,0.0,15.0,0.0,72
1423,CHOW_MEIN_SANDWICH,Chow mein sandwich,sandwich,chinese,100,250,12.0,30.0,9.0,2.0,450
1424,CARNITAS,Carnitas,other,international,100,520,6.0,60.0,28.0,2.5,450
1425,CHINESE_STEAMED_EGGS,Chinese steamed eggs,egg,international,100,124,10.4,0.9,8.8,0.0,99
1426,OYSTER_OMELETTE,Oyster omelette,seafood,international,100,99,20.0,0.0,1.7,0.0,111
1427,GARDEN_SALAD,Garden salad,salad,international,100,17,1.2,3.3,0.2,1.3,10
1428,SALADE_NIÇOISE,Salade niçoise,salad,international,100,17,1.2,3.3,0.2,1.3,10
1429,DAL_BHAT,Dal bhat,curry,indian,100,97,3.7,7.8,6.1,2.1,380
1430,BISCUITS_AND_GRAVY,Biscuits and gravy,cookie,international,100,502,5.9,64.0,25.0,2.0,385
1431,OMURICE,Omurice,rice,international,100,130,2.7,28.0,0.3,0.4,1
1432,PAO_CAI,Pao cai,other,international,100,520,6.0,60.0,28.0,2.5,450
1433,NASI_LIWET,Nasi liwet,other,international,100,520,6.0,60.0,28.0,2.5,450
1434,THAI_SUKI,Thai suki,other,international,100,520,6.0,60.0,28.0,2.5,450
1435,MOO_SHU_PORK,Moo shu pork,pork,international,100,242,27.0,0.0,14.0,0.0,62
1436,CORN_CRAB_SOUP,Corn crab soup,seafood,international,100,99,20.0,0.0,1.7,0.0,111
1437,FABES_CON_ALMEJAS,Fabes con almejas,other,international,100,520,6.0,60.0,28.0,2.5,450
1438,GOLDEN_OPULENCE_SUNDAE,Golden Opulence Sundae,other,international,100,520,6.0,60.0,28.0,2.5,450
1439,KETOPRAK,Ketoprak,other,international,100,520,6.0,60.0,28.0,2.5,450
1440,MALA_MOGODU,Mala Mogodu,other,international,100,520,6.0,60.0,28.0,2.5,450
1441,TEKWAN,Tekwan,other,international,100,520,6.0,60.0,28.0,2.5,450
1442,VATRUSHKA,Vatrushka,other,international,100,520,6.0,60.0,28.0,2.5,450
1443,YIN_YANG_FISH,Yin Yang fish,fish,international,100,206,22.0,0.0,12.0,0.0,90
1444,BOSTON_CREAM_DOUGHNUT,Boston cream doughnut,other,international,100,520,6.0,60.0,28.0,2.5,450
1445,RAMEN,Ramen,noodles,japanese,100,138,4.5,25.0,2.1,1.2,8
1446,HOME_FRIES,Home fries,other,international,100,520,6.0,60.0,28.0,2.5,450
1447,MUSTACCIUOLI,Mustacciuoli,other,international,100,520,6.0,60.0,28.0,2.5,450
1448,CLAM_CAKE,Clam cake,seafood,international,100,99,20.0,0.0,1.7,0.0,111
1449,SARMA,Sarma,other,international,100,520,6.0,60.0,28.0,2.5,450
1450,SHAHE_FEN,Shahe fen,other,international,100,520,6.0,60.0,28.0,2.5,450
1451,CHARLESTON_RED_RICE,Charleston red rice,rice,international,100,130,2.7,28.0,0.3,0.4,1
1452,FISH_HEAD_CURRY,Fish head curry,fish,indian,100,206,22.0,0.0,12.0,0.0,90
1453,PODVARAK,Podvarak,other,international,100,520,6.0,60.0,28.0,2.5,450
1454,PIHTIJE,Pihtije,other,international,100,520,6.0,60.0,28.0,2.5,450
1455,POPARA,Popara,other,international,100,520,6.0,60.0,28.0,2.5,450
1456,KAČAMAK,Kačamak,other,international,100,520,6.0,60.0,28.0,2.5,450
1457,SEOLLEONGTANG,Seolleongtang,other,international,100,520,6.0,60.0,28.0,2.5,450
1458,GOŁĄBKI,Gołąbki,other,international,100,520,6.0,60.0,28.0,2.5,450
1459,SZALONCUKOR,Szaloncukor,other,international,100,520,6.0,60.0,28.0,2.5,450
1460,KALDUNY,Kalduny,other,international,100,520,6.0,60.0,28.0,2.5,450
1461,ZRAZY,Zrazy,other,international,100,520,6.0,60.0,28.0,2.5,450
1462,PANETTONE,Panettone,other,international,100,520,6.0,60.0,28.0,2.5,450
1463,AMBELOPOULIA,Ambelopoulia,other,international,100,520,6.0,60.0,28.0,2.5,450
1464,PERSIMMON_PUDDING,Persimmon pudding,dessert,international,100,257,3.2,36.0,11.0,0.7,139
1465,FLOATING_ISLAND,Floating island,other,international,100,520,6.0,60.0,28.0,2.5,450
1466,ZEEUWSE_BOLUS,Zeeuwse bolus,other,international,100,520,6.0,60.0,28.0,2.5,450
1467,AMBUYAT,Ambuyat,other,international,100,520,6.0,60.0,28.0,2.5,450
1468,SMULPAJ,Smulpaj,other,international,100,520,6.0,60.0,28.0,2.5,450
1469,MORAVIAN_SPICE_COOKIES,Moravian spice cookies,cookie,international,100,502,5.9,64.0,25.0,2.0,385
1470,MEE_POK,Mee pok,other,international,100,520,6.0,60.0,28.0,2.5,450
1471,JJIGAE,Jjigae,other,international,100,520,6.0,60.0,28.0,2.5,450
1472,PIZZA_BAGEL,Pizza bagel,pizza,italian,100,266,11.0,33.0,10.0,2.3,598
1473,TTEOK,Tteok,other,international,100,520,6.0,60.0,28.0,2.5,450
1474,BRÆNDENDE_KÆRLIGHED,Brændende kærlighed,other,international,100,520,6.0,60.0,28.0,2.5,450
1475,BEATEN_BISCUIT,Beaten biscuit,cookie,international,100,502,5.9,64.0,25.0,2.0,385
1476,ÆBLEFLÆSK,Æbleflæsk,other,international,100,520,6.0,60.0,28.0,2.5,450
1477,CHICKEN_PAPRIKASH,Chicken paprikash,chicken,international,100,239,27.0,0.0,14.0,0.0,82
1478,TANGYUAN,Tangyuan,other,international,100,520,6.0,60.0,28.0,2.5,450
1479,TUNA_POT,Tuna pot,fish,international,100,206,22.0,0.0,12.0,0.0,90
1480,BURNT_ENDS,Burnt ends,other,international,100,520,6.0,60.0,28.0,2.5,450
1481,JAMÓN_IBÉRICO,Jamón ibérico,other,international,100,520,6.0,60.0,28.0,2.5,450
1482,RAKFISK,Rakfisk,other,international,100,520,6.0,60.0,28.0,2.5,450
1483,ZARANGOLLO,Zarangollo,other,international,100,520,6.0,60.0,28.0,2.5,450
1484,TÚRÓ_RUDI,Túró Rudi,other,international,100,520,6.0,60.0,28.0,2.5,450
1485,FLUMMERY,Flummery,other,international,100,520,6.0,60.0,28.0,2.5,450
1486,CECINA,Cecina,other,international,100,520,6.0,60.0,28.0,2.5,450
1487,GALINHA_À_PORTUGUESA,Galinha à portuguesa,other,international,100,520,6.0,60.0,28.0,2.5,450
1488,ANKIMO,Ankimo,other,international,100,520,6.0,60.0,28.0,2.5,450
1489,GALINHA_À_AFRICANA,Galinha à africana,other,international,100,520,6.0,60.0,28.0,2.5,450
1490,CHA_SIU_BAO,Cha siu bao,other,international,100,520,6.0,60.0,28.0,2.5,450
1491,FUGU_CHIRI,Fugu chiri,other,international,100,520,6.0,60.0,28.0,2.5,450
1492,ASSIDAT_ZGOUGOU,Assidat Zgougou,other,international,100,520,6.0,60.0,28.0,2.5,450
1493,OXTAIL_STEW,Oxtail stew,soup,international,100,32,1.3,5.8,0.6,0.5,343
1494,LAPING,Laping,other,international,100,520,6.0,60.0,28.0,2.5,450
1495,CHAKU,Chaku,other,international,100,520,6.0,60.0,28.0,2.5,450
1496,CALDILLO_DE_PERRO,Caldillo de perro,other,international,100,520,6.0,60.0,28.0,2.5,450
1497,SOPA_DE_GATO,Sopa de Gato,other,international,100,520,6.0,60.0,28.0,2.5,450
1498,KELEDOŞ,Keledoş,other,international,100,520,6.0,60.0,28.0,2.5,450
1499,MÜCVER,Mücver,other,international,100,520,6.0,60.0,28.0,2.5,450
1500,BROTZEIT,Brotzeit,other,international,100,520,6.0,60.0,28.0,2.5,450
1501,SHEKERBURA,Shekerbura,other,international,100,520,6.0,60.0,28.0,2.5,450
1502,OEUFS_EN_MEURETTE,Oeufs en meurette,other,international,100,520,6.0,60.0,28.0,2.5,450
1503,PAPPA_AL_POMODORO,Pappa al pomodoro,other,international,100,520,6.0,60.0,28.0,2.5,450
1504,TEURGOULE,Teurgoule,other,international,100,520,6.0,60.0,28.0,2.5,450
1505,BÁNH_XÈO,Bánh xèo,other,international,100,520,6.0,60.0,28.0,2.5,450
1506,MUSAKHAN,Musakhan,other,international,100,520,6.0,60.0,28.0,2.5,450
1507,MAQLUBA,Maqluba,other,international,100,520,6.0,60.0,28.0,2.5,450
1508,BOB_CHORBA,Bob chorba,other,international,100,520,6.0,60.0,28.0,2.5,450
1509,RUM_BABA,Rum baba,other,international,100,520,6.0,60.0,28.0,2.5,450
1510,VEDA_BREAD,Veda bread,bread,international,100,265,9.0,49.0,3.2,2.7,491
1511,FRIED_SHRIMP,Fried shrimp,seafood,international,100,128,26.0,0.0,2.2,0.0,144
1512,PASTILLA,Pastilla,other,international,100,520,6.0,60.0,28.0,2.5,450
1513,STRAWBERRY_DELIGHT,Strawberry delight,fruit,international,100,52,0.3,14.0,0.2,2.4,1
1514,CHEESE_DREAM,Cheese dream,cheese,international,100,402,25.0,1.3,33.0,0.0,621
1515,FREJON,Frejon,other,international,100,520,6.0,60.0,28.0,2.5,450
1516,GYERAN_JJIM,Gyeran-jjim,other,international,100,520,6.0,60.0,28.0,2.5,450
1517,REVITHIA,Revithia,other,international,100,520,6.0,60.0,28.0,2.5,450
1518,NASI_BOGANA,Nasi bogana,other,international,100,520,6.0,60.0,28.0,2.5,450
1519,TORTA_DE_GAZPACHO,Torta de gazpacho,other,international,100,520,6.0,60.0,28.0,2.5,450
1520,DOUBLE_DOWN,Double Down,other,international,100,520,6.0,60.0,28.0,2.5,450
1521,SERI_MUKA,Seri Muka,other,international,100,520,6.0,60.0,28.0,2.5,450
1522,OBI_NON,Obi non,other,international,100,520,6.0,60.0,28.0,2.5,450
1523,GARGANELLI,Garganelli,other,international,100,520,6.0,60.0,28.0,2.5,450
1524,KIG_HA_FARZ,Kig ha farz,other,international,100,520,6.0,60.0,28.0,2.5,450
1525,MISSISSIPPI_MUD_PIE,Mississippi mud pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
1526,EVE'S_PUDDING,Eve's pudding,dessert,international,100,257,3.2,36.0,11.0,0.7,139
1527,AMALA,Amala,other,international,100,520,6.0,60.0,28.0,2.5,450
1528,OKINAWA_SOBA,Okinawa soba,other,international,100,520,6.0,60.0,28.0,2.5,450
1529,LAMIAN,Lamian,other,international,100,520,6.0,60.0,28.0,2.5,450
1530,SOKI,Soki,other,international,100,520,6.0,60.0,28.0,2.5,450
1531,CHICKEN_MARYLAND,Chicken Maryland,chicken,international,100,239,27.0,0.0,14.0,0.0,82
1532,CHANPURŪ,Chanpurū,other,international,100,520,6.0,60.0,28.0,2.5,450
1533,MLINCI,Mlinci,other,international,100,520,6.0,60.0,28.0,2.5,450
1534,SMYRNA_MEATBALLS,Smyrna meatballs,other,international,100,520,6.0,60.0,28.0,2.5,450
1535,TAVERN_SANDWICH,Tavern sandwich,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
1536,YANGZHOU_FRIED_RICE,Yangzhou fried rice,rice,chinese,100,169,3.5,36.4,0.4,0.5,1
1537,QUTAB,Qutab,other,international,100,520,6.0,60.0,28.0,2.5,450
1538,DUM_ALOO,Dum Aloo,other,international,100,520,6.0,60.0,28.0,2.5,450
1539,QUEIJO_DO_PICO,Queijo do Pico,other,international,100,520,6.0,60.0,28.0,2.5,450
1540,COCADA,Cocada,other,international,100,520,6.0,60.0,28.0,2.5,450
1541,CALF'S_LIVER_AND_BACON,Calf's liver and bacon,pork,international,100,242,27.0,0.0,14.0,0.0,62
